"Subject","Predicate","Object"
"http://id.parliament.uk/answer-1","http://parliament.uk/ontologies/question-and-answer/hasAnswerType","http://id.parliament.uk/answer-type-1"
"http://id.parliament.uk/position-1","http://parliament.uk/ontologies/utility/preferredLabel","Home Secretary"
"http://id.parliament.uk/answer-expected-as-1","http://parliament.uk/ontologies/utility/startAt","2021-10-18T10:42:02"
"http://id.parliament.uk/transferral-1","http://parliament.uk/ontologies/question-and-answer/transferredTo","http://id.parliament.uk/allocation-2"
"http://id.parliament.uk/concept-1","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2004/02/skos/core#Concept"
"http://id.parliament.uk/incumbency-2","http://parliament.uk/ontologies/utility/startOn","2019-07-24"
"http://id.parliament.uk/answering-body-1","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://parliament.uk/ontologies/question-and-answer/AnsweringBody"
"http://id.parliament.uk/answer-1","http://parliament.uk/ontologies/utility/createdAt","2021-10-25T11:47:02"
"http://id.parliament.uk/parliamentary-question-1","http://parliament.uk/ontologies/question-and-answer/allocation","http://id.parliament.uk/allocation-2"
"http://id.parliament.uk/tabling-1","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://parliament.uk/ontologies/tabling/Tabling"
"http://id.parliament.uk/allocation-1","http://parliament.uk/ontologies/utility/startAt","2021-10-18T10:42:02"
"http://id.parliament.uk/written-statement-work-1","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://parliament.uk/ontologies/written-statementWrittenStatementWork"
"http://id.parliament.uk/allocation-1","http://parliament.uk/ontologies/question-and-answer/allocatedTo","http://id.parliament.uk/answering-body-1"
"http://id.parliament.uk/identifier-source-1","http://parliament.uk/ontologies/utility/preferredLabel","Members' Names Information Service"
"http://id.parliament.uk/answer-1","http://parliament.uk/ontologies/question-and-answer/answerTo","http://id.parliament.uk/question-1"
"http://id.parliament.uk/concept-annotation-1","http://parliament.uk/ontologies/utility/createdAt","2019-04-12T10:42:02"
"http://id.parliament.uk/written-statement-1","http://parliament.uk/ontologies/written-statementexpressionOf","http://id.parliament.uk/written-statement-work-1"
"http://id.parliament.uk/incumbency-2","http://parliament.uk/ontologies/agent/hasPosition","http://id.parliament.uk/position-1"
"http://id.parliament.uk/allocation-1","http://parliament.uk/ontologies/utility/endAt","2021-10-24T10:30:02"
"http://id.parliament.uk/answer-1","http://parliament.uk/ontologies/question-and-answer/answerText","This is some boilerplate text explaining we're busy right now but we will get back to you."
"http://id.parliament.uk/allocation-1","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://parliament.uk/ontologies/question-and-answer/AnsweringBodyAllocation"
"http://id.parliament.uk/written-statement-1","http://parliament.uk/ontologies/written-statementtitle","The is the title of an old written statement"
"http://id.parliament.uk/parliamentary-question-1","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://parliament.uk/ontologies/question-and-answer/ParliamentaryQuestion"
"http://id.parliament.uk/seat-incumbency-1","http://parliament.uk/ontologies/house-membership/inHouseSeat","http://id.parliament.uk/house-seat-1"
"http://id.parliament.uk/parliament-period-1","http://parliament.uk/ontologies/utility/preferredLabel","58"
"http://id.parliament.uk/parliamentary-question-1","http://parliament.uk/ontologies/utility/hasConceptAnnotation","http://id.parliament.uk/concept-annotation-1"
"http://id.parliament.uk/seat-incumbency-1","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://parliament.uk/ontologies/house-membership/SeatIncumbency"
"http://id.parliament.uk/answer-1","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://parliament.uk/ontologies/question-and-answer/Answer"
"http://id.parliament.uk/transferral-1","http://parliament.uk/ontologies/utility/createdAt","2021-10-24T10:30:03"
"http://id.parliament.uk/person-1","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://parliament.uk/ontologies/agent/Person"
"http://id.parliament.uk/allocation-2","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://parliament.uk/ontologies/question-and-answer/AnsweringBodyAllocation"
"http://id.parliament.uk/person-2","http://parliament.uk/ontologies/agent/hasIncumbency","http://id.parliament.uk/incumbency-2"
"http://id.parliament.uk/parliamentary-question-1","http://parliament.uk/ontologies/question-and-answer/heading","This is heading text added by IDMS"
"http://id.parliament.uk/allocation-2","http://parliament.uk/ontologies/question-and-answer/allocatedTo","http://id.parliament.uk/answering-body-2"
"http://id.parliament.uk/written-statement-1","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://parliament.uk/ontologies/written-statementWrittenStatementExpression"
"http://id.parliament.uk/concept-1","http://www.w3.org/2004/02/skos/core#altLabel","Dobbin"
"http://id.parliament.uk/identifier-1","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://parliament.uk/ontologies/utility/Identifier"
"http://id.parliament.uk/answering-body-2","http://parliament.uk/ontologies/utility/preferredLabel","Home Office"
"http://id.parliament.uk/session-1","http://parliament.uk/ontologies/utility/ordinality","2"
"http://id.parliament.uk/written-statement-1","http://parliament.uk/ontologies/written-statementmadeOn","2019-04-11"
"http://id.parliament.uk/person-2","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://parliament.uk/ontologies/agent/Person"
"http://id.parliament.uk/house-1","http://parliament.uk/ontologies/utility/preferredLabel","House of Lords"
"http://id.parliament.uk/house-seat-1","http://parliament.uk/ontologies/house-membership/inHouse","http://id.parliament.uk/house-1"
"http://id.parliament.uk/parliamentary-question-1","http://parliament.uk/ontologies/question-and-answer/questionText","This is a question?"
"http://id.parliament.uk/concept-annotation-1","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://parliament.uk/ontologies/utility/ConceptAnnotation"
"http://id.parliament.uk/answer-1","http://parliament.uk/ontologies/question-and-answer/isOralAnswer","false"
"http://id.parliament.uk/form-of-answer-1","http://parliament.uk/ontologies/utility/preferredLabel","Written"
"http://id.parliament.uk/transferral-1","http://parliament.uk/ontologies/question-and-answer/transferredFrom","http://id.parliament.uk/allocation-1"
"http://id.parliament.uk/position-1","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://parliament.uk/ontologies/agent/Position"
"http://id.parliament.uk/house-seat-1","http://parliament.uk/ontologies/utility/preferredLabel","Seat for the Life Peerage of Lord Prescott"
"http://id.parliament.uk/person-1","http://parliament.uk/ontologies/utility/hasIdentifier","http://id.parliament.uk/identifier-1"
"http://id.parliament.uk/parliamentary-question-1","http://parliament.uk/ontologies/question-and-answer/pursuantTo","http://id.parliament.uk/written-statement-1"
"http://id.parliament.uk/answering-body-1","http://parliament.uk/ontologies/utility/preferredLabel","Cabinet Office"
"http://id.parliament.uk/written-statement-1","http://parliament.uk/ontologies/written-statementmadeInHouse","http://id.parliament.uk/house-1"
"http://id.parliament.uk/session-1","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://parliament.uk/ontologies/time-period/Session"
"http://id.parliament.uk/parliamentary-question-1","http://parliament.uk/ontologies/question-and-answer/isQuestionSubstantive","true"
"http://id.parliament.uk/session-1","http://parliament.uk/ontologies/time-period/sessionInParliamentPeriod","http://id.parliament.uk/parliament-period-1"
"http://id.parliament.uk/answer-1","http://parliament.uk/ontologies/question-and-answer/answeredBy","http://id.parliament.uk/incumbency-2"
"http://id.parliament.uk/parliamentary-question-1","http://parliament.uk/ontologies/question-and-answer/answerExpectedAs","http://id.parliament.uk/answer-expected-as-1"
"http://id.parliament.uk/tabling-1","http://parliament.uk/ontologies/tabling/inSession","http://id.parliament.uk/session-1"
"http://id.parliament.uk/position-1","http://parliament.uk/ontologies/agent/positionIn","http://id.parliament.uk/answering-body-2"
