id,title,weblink,enabledby,comingintoforcedate,comingintoforcenote,prefix,year,precededbyproposedstatutoryinstrument,triplestoreid
347,Online Pornography (Commercial Basis) Regulations 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111173183,urn:procedure-editor:ActOfParliament:19,,in accordance with regulation 1,SI,2018,"",ogDjrUru
348,Immigration (Health Charge) (Amendment) Order 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111172995,urn:procedure-editor:ActOfParliament:1300,,in accordance with article 1(1).,SI,2018,"",qN5SIpKr
349,Investigatory Powers Tribunal Rules 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111173343,urn:procedure-editor:ActOfParliament:1365,,in accordance with regulation 1(2) and (3).,SI,2018,"",d2bXwUKW
366,Bath and North East Somerset (Electoral Changes) Order 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111173367,urn:procedure-editor:ActOfParliament:949,,in accordance with article 1(2) and (3),SI,2018,"",8NE6wEFF
367,Hertfordshire (Electoral Changes) (Amendment) Order 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111173381,urn:procedure-editor:ActOfParliament:949,,in accordance with article 1.,SI,2018,"",bV5IlI9d
368,Leeds (Electoral Changes) (Amendment) Order 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111173466,urn:procedure-editor:ActOfParliament:949,,in accordance with article 1,SI,2018,"",ig2TxYLa
369,South Somerset (Electoral Changes) Order 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111173459,urn:procedure-editor:ActOfParliament:949,,in accordance with article 1(2) and (3),SI,2018,"",ykZHxqox
370,Windsor and Maidenhead (Electoral Changes) Order 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111173350,urn:procedure-editor:ActOfParliament:949,, in accordance with article 1(2) and (3),SI,2018,"",yK2eW3VI
371,Misuse of Drugs Act 1971 (Amendment) Order 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111173510,urn:procedure-editor:ActOfParliament:2522,2019-04-01,,SI,2018,"",T5ERcnDK
372,Operation of Air Services (Amendment etc.) (EU Exit) Regulations 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111173428,"urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ActOfParliament:2419",,in accordance with regulation 1,SI,2018,"",DSe9UJ2F
373,Markets in Financial Instruments (Amendment) (EU Exit) Regulations 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111173480,"urn:procedure-editor:ActOfParliament:1,urn:procedure-editor:ActOfParliament:2419",,in accordance with regulation 1(2) and (3),SI,2018,"",FK1EUGKj
383,Government of Wales Act 2006 (Variation of Borrowing Power) Order 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111173657,urn:procedure-editor:ActOfParliament:1291,2018-12-01,,SI,2018,"",PMq88hoC
384,Infrastructure Planning (Water Resources) (England) Order 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111173602,urn:procedure-editor:ActOfParliament:946,,in accordance with article 1(1),SI,2018,"",xGFiLiRQ
391,"Timeshare, Holiday Products, Resale and Exchange Contracts (Amendment etc.) (EU Exit) Regulations 2018",https://www.legislation.gov.uk/ukdsi/2018/9780111173695,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2018,"",0LeIjDfI
392,Trade Barriers (Revocation) (EU Exit) Regulations 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111173701,urn:procedure-editor:ActOfParliament:1,,in accordance with regulation 1,SI,2018,urn:procedure-editor:ProposedNegativeStatutoryInstrument:252,XfLn8n5h
394,Babergh (Electoral Changes) Order 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111173633,urn:procedure-editor:ActOfParliament:949,,in accordance with article 1(2) and (3),SI,2018,"",nMvuyVHs
395,Copeland (Electoral Changes) Order 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111173626,urn:procedure-editor:ActOfParliament:949,,in accordance with article 1(2) and (3),SI,2018,"",dzCFd7jr
396,Mid Suffolk (Electoral Changes) Order 2018,https://www.legislation.gov.uk/ukdsi/2018/9780111173671,urn:procedure-editor:ActOfParliament:949,,in accordance with article 1(2) and (3),SI,2018,"",hUfEJmgJ
